"title","instructor","guid","link","description","registration_url","registration_description","parkids","parknames","startdate","enddate","starttime","endtime","contact_phone","location","categories","coordinates","image","pubDate"
"Kids In Motion: P.S. 55",,"2,172,141","http://www.nycgovparks.org/events/2026/08/19/kim-ps-55","The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R090","Lieutenant John H. Martinson Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"P.S. 55 (in Lieutenant John H. Martinson Playground)","Arts & Crafts | Games | Best for Kids","40.53636868444000000, -74.16344090400400000",,"2026-08-09 00:00:04"
"Kids In Motion: Levy",,"2,172,187","http://www.nycgovparks.org/events/2026/08/19/kim-levy","The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R033","Levy Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Play Area (in Levy Playground)","Arts & Crafts | Games | Best for Kids","40.63388323876800000, -74.12895304676300000",,"2026-08-09 00:00:04"
"Kids In Motion: The Big Park",,"2,172,201","http://www.nycgovparks.org/events/2026/08/19/kim-the-big-park","The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R068","The Big Park","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Entrance - Continental Place and Grandview Avenue (in The Big Park)","Arts & Crafts | Games | Best for Kids","40.63037343389100000, -74.16522834866000000",,"2026-08-09 00:00:04"
"Kids In Motion: Schmul",,"2,172,220","http://www.nycgovparks.org/events/2026/08/19/kim-schmul","?Vega, Shayr (Parks)?The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R045","Schmul Park","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Playground (in Schmul Park)","Arts & Crafts | Games | Best for Kids","40.59010807829800000, -74.18818116188100000",,"2026-08-09 00:00:04"
"Kids In Motion: Arrochar",,"2,172,375","http://www.nycgovparks.org/events/2026/08/19/kim-arrochar","?Vega, Shayr (Parks)?The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R062","Arrochar Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Play Area (in Arrochar Playground)","Arts & Crafts | Games | Best for Kids","40.59769940631100000, -74.07112634387700000",,"2026-08-09 00:00:04"
"Kids In Motion: Faber",,"2,172,975","http://www.nycgovparks.org/events/2026/08/19/kim-faber","The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R008","Faber Pool and Park","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Outdoors at Faber Park Recreation Center (in Faber Pool and Park)","Arts & Crafts | Games | Best for Kids | Recreation Center Programming","40.64093592831700000, -74.13539552688600000",,"2026-08-09 00:00:04"
"Kids In Motion: Austin J. McDonald's Playground",,"2,175,918","http://www.nycgovparks.org/events/2026/08/19/kim-austin-j-mcdonalds-playground","The Kids in Motion program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kias in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program.Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","R034","Austin J. McDonald Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Austin J. McDonald Playground Fieldhouse (in Austin J. McDonald Playground)","Arts & Crafts | Games | Best for Kids","40.62910079956100000, -74.11550140380900000",,"2026-08-09 00:00:04"
"Kids In Motion: Hoover-Manton Playgrounds",,"2,176,005","http://www.nycgovparks.org/events/2026/08/19/kim-hoover-manton-playgrounds","The Kids in Motion program engages children in active, outdoors play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, and more!Kids in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program. Kids in Motion is not a childcare program and NYC parks is not responsible for the well-being of attendees.",,"Registration not required.","Q220G","Hoover - Manton Playgrounds","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Open Area (in Hoover - Manton Playgrounds)","Arts & Crafts | Fitness | Games | Best for Kids | Sports","40.71189880371100000, -73.82160186767600000","http://www.nycgovparks.org/common_images/events/6a5e060defae1.jpg","2026-08-09 00:00:04"
"Kids In Motion: Phil ""Scooter"" Rizzuto Park",,"2,176,134","http://www.nycgovparks.org/events/2026/08/19/kim-phil-scooter-rizzuto-park","The Kids in Motion program engages children in active, outdoors play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, and more!Kids in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program. Kids in Motion is not a childcare program and NYC parks is not responsible for the well-being of attendees.",,"Registration not required.","Q129","Phil ""Scooter"" Rizzuto Park","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Playground (in Phil ""Scooter"" Rizzuto Park)","Arts & Crafts | Fitness | Games | Best for Kids | Sports","40.69429503149500000, -73.82180035114300000","http://www.nycgovparks.org/common_images/events/6a5e05a8981af.jpg","2026-08-09 00:00:04"
"Kids In Motion: Torsney Playground",,"2,179,381","http://www.nycgovparks.org/events/2026/08/19/kids-in-motion-torsney-playground","The Kids In Motion Program engages children in active outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kids In Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally, a Kids In Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program. Kids In Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","Q340","Torsney Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Lou Lodati Playground - Play Area (in Torsney Playground)","Arts & Crafts | Games | Best for Kids | Sports","40.74729919433600000, -73.92179870605500000","http://www.nycgovparks.org/common_images/events/6a5e05fbcb81f.jpg","2026-08-09 00:00:04"
"Kids In Motion: Grover Cleveland Playground",,"2,179,548","http://www.nycgovparks.org/events/2026/08/19/kids-in-motion-grover-cleveland-playground","The Kids In Motion Program engages children in active outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports, games, fitness demos, board games, water games, and more!Kids In Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally, a Kids In Motion program may be cancelled due to harsh weather or other conditions.Please note: We recommend that guardians accompany children participating in this program. Kids In Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","Q002","Grover Cleveland Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00",,"Play Area (in Grover Cleveland Playground)","Arts & Crafts | Games | Best for Kids | Sports","40.71080017089800000, -73.91120147705100000","http://www.nycgovparks.org/common_images/events/6a5e056bf013c.jpg","2026-08-09 00:00:04"
"Kids in Motion: Al Quinones Playground",,"2,180,597","http://www.nycgovparks.org/events/2026/08/19/kids-in-motion-al-quinones-playground","The Kids in Motion Program engages children in active, outdoor play. A NYC Parks staff member leads four to seven hours of free activities in NYC's playgrounds, including organized sports. games, fitness, demos, board games, water games, and more!Kids in Motion is a free, drop-in program without registration. Children can head to the playground during the listed hours of operation to participate. Occasionally a Kids in motion program may be cancelled due to harsh weather or other conditions. Please note: We recommend that guardians accompany children participating in this program. Kids in Motion is not a childcare program and NYC Parks is not responsible for the well-being of attendees.",,"Registration not required.","X179","Al Qui&amp;#241;ones Playground","08/19/2026","08/19/2026","2026-08-09 10:00:00","2026-08-09 18:00:00","(929) 202-6413","Play Area (in Al Quiñones Playground)","Arts & Crafts | Games | Best for Kids | Sports","40.81541277897900000, -73.90127462527200000","http://www.nycgovparks.org/common_images/events/6a5e055c28e99.jpg","2026-08-09 00:00:04"
